cristin_result_id,tittel,ar,kategori,kanal,lenke,temaer,forfattere_utdrag,antall_forfattere,ntnu_forskere_i_utvalget,finansiering
2225593,Reliability Analysis of Crack Growth Occurrence for a Secondary Hull Component Due to Vibration Excitation,2024,Academic article,Journal of Offshore Mechanics and Arctic Engineering,https://doi.org/10.1115/1.4064499,"Marin autonomi og fartøy; Sikkerhet, verifisering og risiko",Siri Kolle Kleivane; Bernt Johan Leira; Sverre Steen,3,Siri Kolle Kleivane; Sverre Steen; Bernt Johan Leira,
2270781,Analysis of Fishing Vessel Accidents and Suggestions for Safety Policy in South Korea from 2018 to 2022,2024,Academic article,Sustainability,https://doi.org/10.3390/su16093537,"Marin autonomi og fartøy; Akvakultur og fiskeri; Sikkerhet, verifisering og risiko",Hyung Ju Kim; Kwi Yeon Koo; Hyunjeong Lim; Sooyeon Kwon; Yoowon Lee,5,Kwi Yeon Koo; Hyung Ju Kim,
2350317,Analysis of risk assessment methods in Norwegian fishing vessel safety legislation,2024,Academic article,The Korean Society of Fisheries and Ocean Technology,https://doi.org/10.3796/KSFOT.2024.60.4.378,"Marin autonomi og fartøy; Akvakultur og fiskeri; Sikkerhet, verifisering og risiko",Kwi Yeon Koo; Hyung Ju Kim; SooYeon Kwon,3,Kwi Yeon Koo; Hyung Ju Kim,
2316398,"Comparison of methods for using risk information in path
planning for autonomous surface vessels",2024,Academic article,Journal of Physics: Conference Series (JPCS),https://doi.org/10.1088/1742-6596/2867/1/012039,"Marin autonomi og fartøy; Sikkerhet, verifisering og risiko",Susanna Dybwad Kristensen; Roger Skjetne; Ingrid Bouwer Utne,3,Susanna Dybwad Kristensen; Ingrid Bouwer Utne; Roger Skjetne,NFR
2276269,Integrating physics-based simulations with gaussian processes for enhanced safety assessment of offshore installations,2024,Academic article,Reliability Engineering & System Safety,https://doi.org/10.1016/j.ress.2024.110235,"Marin autonomi og fartøy; Maskinlæring og dyp læring; Sikkerhet, verifisering og risiko",Mohammad Mahdi Abaei; Bernt Johan Leira; Svein Sævik; Ahmad BahooToroody,4,Svein Sævik; Bernt Johan Leira,NFR
2329843,Modal Parameter Identification of Jacket-Type Offshore Wind Turbines Under Operating Conditions,2024,Academic article,Journal of Marine Science and Engineering (JMSE),https://doi.org/10.3390/jmse12112083,"Marin autonomi og fartøy; Energi, prosess og kraft",Chen Zhang; Xu Han; Chunhao Li; Bernt Johan Leira; Svein Sævik; Dongzhe Lu,8,Svein Sævik; Bernt Johan Leira,
2311882,A Digital Twin of the Trondheim Fjord for Environmental Monitoring—A Pilot Case,2024,Academic article,Journal of Marine Science and Engineering (JMSE),https://doi.org/10.3390/jmse12091530,"Digital tvilling, produksjon og industri 4.0",Antonio Vasilijevic; Ute Brönner; Muriel Barbara Dunn; Gonzalo García-Valle; Jacopo Fabrini; Ralph Stevenson-Jones,11,Antonio Vasilijevic; Martin Ludvigsen,EC/H2020; EC/H2020
2309413,Adaptive Tracking of the Barents Sea Polar Front Using an Autonomous Underwater Vehicle,2024,Academic article,Marine Technology Society journal,https://doi.org/10.4031/MTSJ.58.3.6,Marin autonomi og fartøy,Tore Mo-Bjørkelund; Eivind Hugaas Kolås; Ilker Fer; Martin Ludvigsen,4,Martin Ludvigsen,NFR; EDUCATION
2326423,Energy-efficient route planning for optimizing underwater pipeline inspections using Resident Autonomous Underwater Vehicles,2024,Academic article,Ocean Engineering,https://doi.org/10.1016/j.oceaneng.2024.119756,Marin autonomi og fartøy,Gabriele Kasparaviciute; Kjetil Fagerholt; Martin Ludvigsen,3,Kjetil Fagerholt; Martin Ludvigsen,NFR
2262939,ROV-Based Autonomous Maneuvering for Ship Hull Inspection with Coverage Monitoring,2024,Academic article,Journal of Intelligent & Robotic Systems,https://doi.org/10.1007/s10846-024-02095-2,Marin autonomi og fartøy,Alexandre Cardaillac; Roger Skjetne; Martin Ludvigsen,3,Roger Skjetne; Martin Ludvigsen,EC/H2020; NFR
2382455,Enabling Intelligent Multi-Modular Structures for Offshore Solar Energy Harvesting,2024,Article in business/trade/industry journal,Lecture Notes in Civil Engineering,https://doi.org/10.1007/978-981-96-3912-0_22,"Marin autonomi og fartøy; Energi, prosess og kraft",Dong Trong Nguyen; Trine Aas-Hansen,2,Dong Trong Nguyen,
2361003,Reliability-Based Design Framework for Assessment of Digital Twin Models Applied to Vessel Controllers,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1109/ECCE55643.2024.10861242,"Marin autonomi og fartøy; Sikkerhet, verifisering og risiko; Digital tvilling, produksjon og industri 4.0",Hyung Jun Jeon; Mehdi Zadeh; Dong Trong Nguyen,3,Dong Trong Nguyen; Mehdi Zadeh,
2327533,Autonome fartøy må bli mer redde for å dø,2024,Article in business/trade/industry journal,Gemini,https://hdl.handle.net/11250/3295134,,Live Oftedahl; Ingrid Bouwer Utne,2,Live Oftedahl; Ingrid Bouwer Utne,NFR; NFR
2327536,Autonomous vessels need to be more afraid of dying,2024,Article in business/trade/industry journal,Gemini (English edition),https://hdl.handle.net/11250/4211298,,Live Oftedahl; Ingrid Bouwer Utne,2,Live Oftedahl; Ingrid Bouwer Utne,NFR; NFR
2327535,NTNU-forsker vil lære autonome systemer risikoforståelse,2024,Article in business/trade/industry journal,Teknisk Ukeblad,https://hdl.handle.net/11250/3931679,,Live Oftedahl; Ingrid Bouwer Utne,2,Live Oftedahl; Ingrid Bouwer Utne,NFR; NFR
2301104,Operational Efficiency and Emissions Assessment of Ship Hybrid Power Systems With Battery; Effect of Control Strategies,2024,Academic article,IEEE Transactions on Transportation Electrification,https://doi.org/10.1109/TTE.2024.3365351,"Marin autonomi og fartøy; Energi, prosess og kraft",Pramod Ghimire; Mehdi Zadeh; Shyam Thapa; Jarle Thorstensen; Eilif Pedersen,5,Mehdi Zadeh; Eilif Pedersen,
2287508,Hyperparameter tuning framework for calibrating analytical wake models using SCADA data of an offshore wind farm,2024,Academic article,Wind Energy Science,https://doi.org/10.5194/wes-9-1507-2024,"Marin autonomi og fartøy; Digital tvilling, produksjon og industri 4.0; Energi, prosess og kraft",Diederik van Binsbergen; Pieter-Jan Daems; Timothy Verstraeten; Amir R. Nejad; Jan Helsen,5,Amir Rasekhi Nejad,
2267032,Scalable SCADA-Based Calibration for Analytical Wake Models Across an Offshore Cluster,2024,Academic article,Journal of Physics: Conference Series (JPCS),https://doi.org/10.1088/1742-6596/2745/1/012014,"Marin autonomi og fartøy; Digital tvilling, produksjon og industri 4.0",Diederik van Binsbergen; Pieter-Jan Daems; Timothy Verstraeten; Amir R. Nejad; Jan Helsen,5,Amir Rasekhi Nejad,
2322745,Unsupervised anomaly detection of permanent-magnet offshore wind generators through electrical and electromagnetic measurements,2024,Academic article,Wind Energy Science,https://doi.org/10.5194/wes-9-2063-2024,Marin autonomi og fartøy; Maskinlæring og dyp læring,Ali Dibaj; Mostafa Valavi; Amir R. Nejad,3,Amir Rasekhi Nejad,
2305449,A Comparison of the State-of-the-Art Reinforcement Learning Algorithms for Health-Aware Energy and Emissions Management in Zero-Emission Ships,2024,Academic article,IEEE Journal of Emerging and Selected Topics in Industrial Electronics,https://doi.org/10.1109/JESTIE.2023.3331230,Læringsbasert kontroll og RL; Medisinsk AI og robotikk,Namireddy Praveen Reddy; Roger Skjetne; Oliver Os; Dimitrios Papageorgiou,4,Roger Skjetne; Namireddy Praveen Reddy,NTNU; NFR; NFR
2318297,Data-driven modeling of low-frequency hydrodynamic loads,2024,Academic article,Journal of Physics: Conference Series (JPCS),https://doi.org/10.1088/1742-6596/2875/1/012043,Maskinlæring og dyp læring,David Stamenov; Giuseppe Abbiati; Thomas Michel Sauder,3,Thomas Michel Sauder,NFR
2311814,Performance of a Cable-Driven Robot Used for Cyber–Physical Testing of Floating Wind Turbines,2024,Academic article,Journal of Marine Science and Engineering (JMSE),https://doi.org/10.3390/jmse12091669,"Digital tvilling, produksjon og industri 4.0; Energi, prosess og kraft",Yngve Lilleeng Jenssen; Thomas Michel Sauder; Maxime X C C Thys,3,Thomas Michel Sauder,NFR; SINTEFOCEAN
2269142,A Resetting Observer for Linear Time-Varying Systems with Application to Dynamic Positioning of Marine Surface Vessels,2024,Academic article,IEEE Transactions on Control Systems Technology,https://doi.org/10.1109/TCST.2023.3331338,"Marin autonomi og fartøy; Regulering, MPC og estimering",Tobias Valentin Rye Torben; Andrew R. Teel; Øivind Kåre Kjerstad; Emilie H. T. Wittemann; Roger Skjetne,5,Øivind Kåre Kjerstad; Roger Skjetne,NFR; NFR
2314236,Multi-Horizon Model Predictive Control for Energy Management in Zero-Emission High-Speed Passenger Vessels,2024,Academic article,Journal of Physics: Conference Series (JPCS),https://doi.org/10.1088/1742-6596/2867/1/012007,"Regulering, MPC og estimering; Energi, prosess og kraft",Samieh Najjaran; Roger Skjetne,2,Roger Skjetne,NFR; NFR
2303695,Active wave energy extraction by hydrofoil vessels through deep reinforcement learning-based flight control,2024,Academic article,Ocean Engineering,https://doi.org/10.1016/j.oceaneng.2024.119236,Læringsbasert kontroll og RL,John Martin Kleven Godø; Sverre Steen; David Barrett; Michael S. Triantafyllou,4,Sverre Steen,
2265199,Application of a data-driven approach for maximum fatigue damage prediction of an unbonded flexible riser,2024,Academic article,Ocean Engineering,https://doi.org/10.1016/j.oceaneng.2024.118053,Maskinlæring og dyp læring,Tianjiao Dai; Jiaxuan Zhang; Chao Ren; Yihan Xing; Svein Sævik; Naiquan Ye,8,Svein Sævik,
2227440,Data-driven semianalytical method for predicting equivalent thickness of flexible pipeline carcass,2024,Academic article,Applied Ocean Research,https://doi.org/10.1016/j.apor.2023.103862,Maskinlæring og dyp læring,Wenbo Li; Hailong Lu; Svein Sævik; Jun Yan,4,Svein Sævik,
2279385,Deep learning-driven optimization design for the configuration of lazy-wave umbilical cables,2024,Academic article,Applied Ocean Research,https://doi.org/10.1016/j.apor.2024.104097,Maskinlæring og dyp læring,Qi Su; Qi Zhang; Qi Xu; Jun Yan; Qingzhen Lu; Yuanchao Yin,8,Svein Sævik,
2261664,Design of a Switching Controller for Tracking AUVs with an ASV,2024,Academic article,IEEE Transactions on Control Systems Technology,https://doi.org/10.1109/TCST.2024.3375151,"Marin autonomi og fartøy; Regulering, MPC og estimering",Jens Einar Bremnes; Torbjørn Reitan Fyrvik; Thomas Røbekk Krogstad; Asgeir Johan Sørensen,4,Asgeir Johan Sørensen,
2310108,Holistic Risk Modeling and Path Planning for Marine Robotics,2024,Academic article,IEEE Journal of Oceanic Engineering,https://doi.org/10.1109/JOE.2024.3432935,"Regulering, MPC og estimering; Sikkerhet, verifisering og risiko",Jens Einar Bremnes; Ingrid Bouwer Utne; Thomas Røbekk Krogstad; Asgeir Johan Sørensen,4,Ingrid Bouwer Utne; Asgeir Johan Sørensen,NFR; NFR
10241126,Past-time Signal Temporal Logic Hybrid Switching Control for Underwater Vehicles,2024,Academic article,Proceedings of the Symposium on Autonomous Underwater Vehicle Technology,https://doi.org/10.1109/auv61864.2024.11030402,Marin autonomi og fartøy,Markus Fossdal; Astrid H. Brodtkorb; Murat Arcak; Asgeir Johan Sørensen,4,Asgeir Johan Sørensen,
2273791,A novel STPA approach to software safety and security in autonomous maritime systems,2024,Academic article,Heliyon,https://doi.org/10.1016/j.heliyon.2024.e31483,"Marin autonomi og fartøy; Sikkerhet, verifisering og risiko",Alojz Gomola; Ingrid Bouwer Utne,2,Ingrid Bouwer Utne,NFR
2255232,Analysis of human errors in human-autonomy collaboration in autonomous ships operations through shore control experimental data,2024,Academic article,Reliability Engineering & System Safety,https://doi.org/10.1016/j.ress.2024.110080,"Sikkerhet, verifisering og risiko",Tingting Cheng; Erik Aleksander Veitch; Ingrid Bouwer Utne; Marilia Abilio Ramos; Ali Mosleh; Ole Andreas Alsos,7,Erik Aleksander Veitch; Ingrid Bouwer Utne; Ole Andreas Alsos,
2254904,Human factor influences on supervisory control of remotely operated and autonomous vessels,2024,Academic article,Ocean Engineering,https://doi.org/10.1016/j.oceaneng.2024.117257,"Regulering, MPC og estimering",Erik Aleksander Veitch; Ole Andreas Alsos; Tingting Cheng; Kristine Senderud; Ingrid Bouwer Utne,5,Erik Aleksander Veitch; Ingrid Bouwer Utne; Ole Andreas Alsos,NFR
2254933,Human-autonomy collaboration in supervisory risk control of autonomous ships,2024,Academic article,Journal of Marine Engineering & Technology,https://doi.org/10.1080/20464177.2024.2319369,"Regulering, MPC og estimering; Sikkerhet, verifisering og risiko",Thomas Johansen; Ingrid Bouwer Utne,2,Ingrid Bouwer Utne,NFR
2309389,A semi-analytical approach for dynamic responses of monopile-supported offshore wind turbines subjected to accidental loads,2024,Academic article,Applied Ocean Research,https://doi.org/10.1016/j.apor.2024.104251,"Marin autonomi og fartøy; Energi, prosess og kraft",Ahmed Ibrahim Ezzat Hammad; Zhaolong Yu,2,Zhaolong Yu,
2314211,Multiphysics Modeling and Co-Simulation of Ship Electric Power and Propulsion Systems for Virtual Testing and Verification,2024,Academic article,IEEE Transactions on Transportation Electrification,https://doi.org/10.1109/TTE.2024.3480009,"Marin autonomi og fartøy; Sikkerhet, verifisering og risiko",Florian Perabo; Mehdi Zadeh,2,Mehdi Zadeh,
2314551,State-of-the-art Full-Scale Simulator for a Ship Hybrid Power System in a Shuttle Tanker,2024,Academic article,Proceedings of the International Naval Engineering Conference & Exhibition (INEC),https://doi.org/10.24868/11160,"Marin autonomi og fartøy; Energi, prosess og kraft",Pramod Ghimire; Christian Høyem Andersen; Jarle Thorstensen; Krishna Kumar Nagalingam; Mehdi Zadeh,5,Mehdi Zadeh,
2340497,Benchmarking AI design skills: insights from ChatGPT's participation in a prototyping hackathon,2024,Academic article,Proceedings of the Design Society,https://doi.org/10.1017/pds.2024.202,Maskinlæring og dyp læring,Daniel Nygård Ege; Henrik Øvrebø; Vegar Stubberud; Martin Francis Berg; Martin Steinert; Håvard Nitter Vestad,6,Martin Francis Berg; Henrik Øvrebø; Vegar Stubberud; Håvard Nitter Vestad; Martin Steinert,NFR
2340483,The TrollLabs open hackathon dataset: Generative AI and large language models for prototyping in engineering design,2024,Academic article,Data in Brief,https://doi.org/10.1016/j.dib.2024.110332,Maskinlæring og dyp læring,Daniel Nygård Ege; Henrik Øvrebø; Vegar Stubberud; Martin Francis Berg; Christer Westum Elverum; Martin Steinert,7,Martin Francis Berg; Henrik Øvrebø; Vegar Stubberud; Christer Westum Elverum; Håvard Nitter Vestad; Martin Steinert,NFR
2344871,Robust Camera Pose Estimation from Line Correspondences Using GNC,2024,Academic article,"MIC Journal: Modeling, Identification and Control",https://doi.org/10.4173/mic.2024.4.3,"Regulering, MPC og estimering; Datasyn",Hans Kristian Raknerud Holen; Torbjørn Smith; Olav Egeland,3,Olav Egeland,
2278596,Investigating and Characterizing the Systemic Variability When Using Generative Design for Additive Manufacturing,2024,Academic article,Applied Sciences,https://doi.org/10.3390/app14114750,"Digital tvilling, produksjon og industri 4.0",Owen Peckham; Christer Westum Elverum; Ben Hicks; Mark Goudswaard; Chris Snider; Martin Steinert,7,Sindre Wold Eikevåg; Christer Westum Elverum; Martin Steinert,
2316717,Application of modified Model Reference Adaptive Controller and Observer (MRACO) for speed control of an unmanned underwater vehicle,2024,Academic article,IFAC-PapersOnLine,https://doi.org/10.1016/j.ifacol.2024.10.054,"Marin autonomi og fartøy; Regulering, MPC og estimering",Sveinung Johan Ohrem; Bent Oddvar Arnesen Haugaløkken; Christian Holden,3,Christian Holden,SINTEFOCEAN
2273631,Design and development of underwater robotic arm for automated camera calibration for aquatic environment,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1109/ICARA60736.2024.10552983,Marin autonomi og fartøy; Manipulasjon og industrirobotikk; Datasyn,Dimitrios Voskakis; Eleni Kelasidi; Nikos Papandroulakis,3,Eleni Kelasidi,NFR
2280613,Integrating Machine Learning for Real-Time Structural Monitoring of Net Cages,2024,Academic chapter/article/Conference paper,,https://hdl.handle.net/11250/5200832,Maskinlæring og dyp læring,Eirini Katsidoniotaki; Biao Su; Eleni Kelasidi; Themis Sapsis,4,Eleni Kelasidi,NFR
2297718,Low-Cost Sensor Technologies for Underwater Vehicle Navigation in Aquaculture Net Pens,2024,Academic article,IFAC-PapersOnLine,https://doi.org/10.1016/j.ifacol.2024.10.037,"Marin autonomi og fartøy; Navigasjon, SLAM og sensorfusjon; Akvakultur og fiskeri",Bent Oddvar Arnesen Haugaløkken; Oscar Nissen; Martin Breivik Skaldebø; Sveinung Johan Ohrem; Eleni Kelasidi,5,Eleni Kelasidi,NFR; NFR; SINTEFOCEAN
2280609,Modeling and Control of an Underwater Calibration Arm,2024,Academic chapter/article/Conference paper,,https://doi.org/10.1109/MED61351.2024.10566246,"Marin autonomi og fartøy; Regulering, MPC og estimering",Dimitrios Voskakis; Eleni Kelasidi; Nikos Papandroulakis,3,Eleni Kelasidi,NFR; NFR
2164051,StereoYolo+DeepSORT: A Framework to Track Fish from Underwater Stereo Camera in Situ,2024,Academic article,"Proceedings of SPIE, the International Society for Optical Engineering",https://doi.org/10.1117/12.3023414,Marin autonomi og fartøy; Datasyn; Akvakultur og fiskeri,Aya Saad; Stian Mjelde Jakobsen; Morten Steen Bondø; Mats Aarsland Mulelid; Eleni Kelasidi,5,Eleni Kelasidi,NFR
